,support,itemsets
81,0.021739130434782608,frozenset({'TEC-AC-10004568'})
82,0.021739130434782608,frozenset({'TEC-AC-10004877'})
83,0.021739130434782608,frozenset({'TEC-CO-10004202'})
84,0.021739130434782608,frozenset({'TEC-MA-10002412'})
85,0.021739130434782608,frozenset({'TEC-MA-10003626'})
86,0.021739130434782608,frozenset({'TEC-PH-10000011'})
87,0.021739130434782608,frozenset({'TEC-PH-10000307'})
88,0.043478260869565216,frozenset({'TEC-PH-10000702'})
89,0.021739130434782608,frozenset({'TEC-PH-10001557'})
90,0.021739130434782608,frozenset({'TEC-PH-10001760'})
91,0.043478260869565216,frozenset({'TEC-PH-10002293'})
92,0.021739130434782608,frozenset({'TEC-PH-10003589'})
93,0.021739130434782608,frozenset({'TEC-PH-10003800'})
94,0.021739130434782608,frozenset({'TEC-PH-10004434'})
95,0.021739130434782608,frozenset({'TEC-PH-10004447'})
96,0.021739130434782608,frozenset({'TEC-PH-10004586'})
97,0.021739130434782608,"frozenset({'FUR-AZ-10004270', 'FUR-FU-10001986'})"
98,0.021739130434782608,"frozenset({'FUR-AZ-10004270', 'OFF-AR-10003183'})"
99,0.021739130434782608,"frozenset({'FUR-AZ-10004270', 'OFF-FA-10003485'})"
100,0.021739130434782608,"frozenset({'FUR-AZ-10004270', 'OFF-PA-10001804'})"
101,0.021739130434782608,"frozenset({'FUR-AZ-10004270', 'TEC-MA-10002412'})"
102,0.021739130434782608,"frozenset({'FUR-AZ-10004270', 'TEC-MA-10003626'})"
103,0.021739130434782608,"frozenset({'FUR-CH-10001190', 'FUR-FU-10004666'})"
104,0.021739130434782608,"frozenset({'FUR-CH-10001190', 'FUR-TA-10001039'})"
105,0.021739130434782608,"frozenset({'FUR-CH-10001190', 'OFF-AP-10004052'})"
106,0.021739130434782608,"frozenset({'FUR-CH-10001190', 'OFF-FA-10003485'})"
107,0.021739130434782608,"frozenset({'TEC-PH-10000702', 'FUR-CH-10001190'})"
108,0.021739130434782608,"frozenset({'FUR-FU-10003268', 'FUR-CH-10002073'})"
109,0.021739130434782608,"frozenset({'OFF-AP-10001563', 'FUR-CH-10002073'})"
110,0.021739130434782608,"frozenset({'OFF-BI-10001359', 'FUR-CH-10002073'})"
111,0.021739130434782608,"frozenset({'OFF-EN-10003845', 'FUR-CH-10002073'})"
112,0.043478260869565216,"frozenset({'OFF-FA-10003485', 'FUR-CH-10002073'})"
113,0.021739130434782608,"frozenset({'OFF-ST-10000419', 'FUR-CH-10002073'})"
114,0.021739130434782608,"frozenset({'TEC-AC-10003709', 'FUR-CH-10002073'})"
115,0.021739130434782608,"frozenset({'TEC-AC-10004877', 'FUR-CH-10002073'})"
116,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-CH-10002372'})"
117,0.021739130434782608,"frozenset({'OFF-PA-10000726', 'FUR-CH-10002372'})"
118,0.021739130434782608,"frozenset({'FUR-CH-10003833', 'OFF-AR-10001419'})"
119,0.021739130434782608,"frozenset({'FUR-CH-10003833', 'OFF-AY-10000477'})"
120,0.021739130434782608,"frozenset({'FUR-CH-10003833', 'OFF-BI-10002571'})"
121,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'FUR-CH-10003833'})"
122,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-CH-10003833'})"
123,0.021739130434782608,"frozenset({'OFF-ST-10001963', 'FUR-CH-10003833'})"
124,0.021739130434782608,"frozenset({'OFF-ST-10003996', 'FUR-CH-10003833'})"
125,0.021739130434782608,"frozenset({'FUR-CH-10003833', 'TEC-AC-10004568'})"
126,0.021739130434782608,"frozenset({'FUR-FU-10000206', 'OFF-BI-10002609'})"
127,0.021739130434782608,"frozenset({'FUR-FU-10000206', 'OFF-BI-10003676'})"
128,0.021739130434782608,"frozenset({'FUR-FU-10000206', 'OFF-EN-10003798'})"
129,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-FU-10000206'})"
130,0.021739130434782608,"frozenset({'FUR-FU-10000206', 'OFF-PA-10004735'})"
131,0.021739130434782608,"frozenset({'FUR-FU-10000206', 'OFF-ST-10000642'})"
132,0.021739130434782608,"frozenset({'FUR-FU-10000206', 'TEC-PH-10003589'})"
133,0.021739130434782608,"frozenset({'OFF-AR-10003183', 'FUR-FU-10001986'})"
134,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-FU-10001986'})"
135,0.021739130434782608,"frozenset({'FUR-FU-10001986', 'OFF-PA-10001804'})"
136,0.021739130434782608,"frozenset({'TEC-MA-10002412', 'FUR-FU-10001986'})"
137,0.021739130434782608,"frozenset({'FUR-FU-10001986', 'TEC-MA-10003626'})"
138,0.021739130434782608,"frozenset({'OFF-AP-10001563', 'FUR-FU-10003268'})"
139,0.021739130434782608,"frozenset({'FUR-FU-10003268', 'OFF-BI-10001359'})"
140,0.021739130434782608,"frozenset({'OFF-EN-10003845', 'FUR-FU-10003268'})"
141,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-FU-10003268'})"
142,0.021739130434782608,"frozenset({'TEC-AC-10003709', 'FUR-FU-10003268'})"
143,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-FU-10003799'})"
144,0.021739130434782608,"frozenset({'FUR-TA-10001039', 'FUR-FU-10004666'})"
145,0.021739130434782608,"frozenset({'OFF-AP-10004052', 'FUR-FU-10004666'})"
146,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-FU-10004666'})"
147,0.021739130434782608,"frozenset({'TEC-PH-10000702', 'FUR-FU-10004666'})"
148,0.021739130434782608,"frozenset({'OFF-AP-10004052', 'FUR-TA-10001039'})"
149,0.021739130434782608,"frozenset({'FUR-TA-10001039', 'OFF-BI-10002854'})"
150,0.043478260869565216,"frozenset({'OFF-FA-10003485', 'FUR-TA-10001039'})"
151,0.021739130434782608,"frozenset({'FUR-TA-10001039', 'OFF-ST-10003208'})"
152,0.021739130434782608,"frozenset({'TEC-PH-10000702', 'FUR-TA-10001039'})"
153,0.021739130434782608,"frozenset({'FUR-TA-10001039', 'TEC-PH-10004447'})"
154,0.021739130434782608,"frozenset({'OFF-BI-10000174', 'FUR-TA-10001307'})"
155,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-TA-10001307'})"
156,0.021739130434782608,"frozenset({'OFF-PA-10000675', 'FUR-TA-10001307'})"
157,0.021739130434782608,"frozenset({'OFF-PA-10002666', 'FUR-TA-10001307'})"
158,0.021739130434782608,"frozenset({'TEC-PH-10000011', 'FUR-TA-10001307'})"
159,0.021739130434782608,"frozenset({'FUR-TA-10002645', 'OFF-BI-10000632'})"
160,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'FUR-TA-10002645'})"
161,0.021739130434782608,"frozenset({'TEC-AC-10002473', 'FUR-TA-10002645'})"
162,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AP-10000696'})"
163,0.021739130434782608,"frozenset({'OFF-AP-10000696', 'OFF-PA-10000809'})"
164,0.021739130434782608,"frozenset({'OFF-AP-10000696', 'OFF-SU-10004231'})"
165,0.021739130434782608,"frozenset({'OFF-AP-10001563', 'OFF-BI-10001359'})"
166,0.021739130434782608,"frozenset({'OFF-AP-10001563', 'OFF-EN-10003845'})"
167,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AP-10001563'})"
168,0.021739130434782608,"frozenset({'OFF-AP-10001563', 'TEC-AC-10003709'})"
169,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AP-10002350'})"
170,0.021739130434782608,"frozenset({'OFF-AP-10003849', 'OFF-BI-10003350'})"
171,0.021739130434782608,"frozenset({'OFF-AP-10003849', 'OFF-FA-10003485'})"
172,0.021739130434782608,"frozenset({'OFF-AP-10003849', 'TEC-CO-10004202'})"
173,0.021739130434782608,"frozenset({'OFF-AP-10003849', 'TEC-PH-10000307'})"
174,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AP-10004052'})"
175,0.021739130434782608,"frozenset({'TEC-PH-10000702', 'OFF-AP-10004052'})"
176,0.021739130434782608,"frozenset({'OFF-BI-10002353', 'OFF-AP-10004249'})"
177,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AP-10004249'})"
178,0.021739130434782608,"frozenset({'OFF-AP-10004249', 'OFF-ST-10004507'})"
179,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AP-10004708'})"
180,0.021739130434782608,"frozenset({'OFF-AR-10000122', 'OFF-BI-10003656'})"
181,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10000122'})"
182,0.021739130434782608,"frozenset({'TEC-PH-10000702', 'OFF-AR-10000122'})"
183,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10000634'})"
184,0.021739130434782608,"frozenset({'OFF-AR-10000634', 'OFF-LA-10001771'})"
185,0.021739130434782608,"frozenset({'OFF-AR-10000634', 'TEC-PH-10004434'})"
186,0.021739130434782608,"frozenset({'OFF-AR-10000657', 'OFF-AR-10001374'})"
187,0.021739130434782608,"frozenset({'OFF-AR-10000657', 'OFF-AR-10001953'})"
188,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10000657'})"
189,0.021739130434782608,"frozenset({'OFF-AR-10000657', 'OFF-ST-10003816'})"
190,0.021739130434782608,"frozenset({'OFF-AR-10001953', 'OFF-AR-10001374'})"
191,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10001374'})"
192,0.021739130434782608,"frozenset({'OFF-ST-10003816', 'OFF-AR-10001374'})"
193,0.021739130434782608,"frozenset({'OFF-AY-10000477', 'OFF-AR-10001419'})"
194,0.021739130434782608,"frozenset({'OFF-BI-10002571', 'OFF-AR-10001419'})"
195,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'OFF-AR-10001419'})"
196,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10001419'})"
197,0.021739130434782608,"frozenset({'OFF-ST-10001963', 'OFF-AR-10001419'})"
198,0.021739130434782608,"frozenset({'OFF-ST-10003996', 'OFF-AR-10001419'})"
199,0.021739130434782608,"frozenset({'OFF-AR-10001419', 'TEC-AC-10004568'})"
200,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10001953'})"
201,0.021739130434782608,"frozenset({'OFF-AR-10001953', 'OFF-ST-10003816'})"
202,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10003183'})"
203,0.021739130434782608,"frozenset({'OFF-AR-10003183', 'OFF-PA-10001804'})"
204,0.021739130434782608,"frozenset({'OFF-AR-10003183', 'TEC-MA-10002412'})"
205,0.021739130434782608,"frozenset({'OFF-AR-10003183', 'TEC-MA-10003626'})"
206,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AR-10003481'})"
207,0.021739130434782608,"frozenset({'OFF-AR-10004685', 'OFF-FA-10003485'})"
208,0.021739130434782608,"frozenset({'OFF-AY-10000477', 'OFF-BI-10002571'})"
209,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'OFF-AY-10000477'})"
210,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AY-10000477'})"
211,0.021739130434782608,"frozenset({'OFF-ST-10001963', 'OFF-AY-10000477'})"
212,0.021739130434782608,"frozenset({'OFF-ST-10003996', 'OFF-AY-10000477'})"
213,0.021739130434782608,"frozenset({'OFF-AY-10000477', 'TEC-AC-10004568'})"
214,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-AY-10002377'})"
215,0.021739130434782608,"frozenset({'OFF-AY-10002377', 'TEC-PH-10002293'})"
216,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10000174'})"
217,0.021739130434782608,"frozenset({'OFF-BI-10000174', 'OFF-PA-10000675'})"
218,0.021739130434782608,"frozenset({'OFF-BI-10000174', 'OFF-PA-10002666'})"
219,0.021739130434782608,"frozenset({'TEC-PH-10000011', 'OFF-BI-10000174'})"
220,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10000632'})"
221,0.021739130434782608,"frozenset({'TEC-AC-10002473', 'OFF-BI-10000632'})"
222,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10001308'})"
223,0.021739130434782608,"frozenset({'OFF-EN-10003845', 'OFF-BI-10001359'})"
224,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10001359'})"
225,0.021739130434782608,"frozenset({'TEC-AC-10003709', 'OFF-BI-10001359'})"
226,0.021739130434782608,"frozenset({'OFF-EN-10004483', 'OFF-BI-10002012'})"
227,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10002012'})"
228,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10002353'})"
229,0.021739130434782608,"frozenset({'OFF-BI-10002353', 'OFF-ST-10004507'})"
230,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10002437'})"
231,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'OFF-BI-10002571'})"
232,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10002571'})"
233,0.021739130434782608,"frozenset({'OFF-ST-10001963', 'OFF-BI-10002571'})"
234,0.021739130434782608,"frozenset({'OFF-ST-10003996', 'OFF-BI-10002571'})"
235,0.021739130434782608,"frozenset({'OFF-BI-10002571', 'TEC-AC-10004568'})"
236,0.021739130434782608,"frozenset({'OFF-BI-10002609', 'OFF-BI-10003676'})"
237,0.021739130434782608,"frozenset({'OFF-BI-10002609', 'OFF-EN-10003798'})"
238,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10002609'})"
239,0.021739130434782608,"frozenset({'OFF-BI-10002609', 'OFF-PA-10004735'})"
240,0.021739130434782608,"frozenset({'OFF-BI-10002609', 'OFF-ST-10000642'})"
241,0.021739130434782608,"frozenset({'TEC-PH-10003589', 'OFF-BI-10002609'})"
242,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10002854'})"
243,0.021739130434782608,"frozenset({'OFF-ST-10003208', 'OFF-BI-10002854'})"
244,0.021739130434782608,"frozenset({'OFF-BI-10002854', 'TEC-PH-10004447'})"
245,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10003350'})"
246,0.021739130434782608,"frozenset({'TEC-CO-10004202', 'OFF-BI-10003350'})"
247,0.021739130434782608,"frozenset({'TEC-PH-10000307', 'OFF-BI-10003350'})"
248,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10003656'})"
249,0.021739130434782608,"frozenset({'TEC-PH-10000702', 'OFF-BI-10003656'})"
250,0.021739130434782608,"frozenset({'OFF-EN-10003798', 'OFF-BI-10003676'})"
251,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10003676'})"
252,0.021739130434782608,"frozenset({'OFF-PA-10004735', 'OFF-BI-10003676'})"
253,0.021739130434782608,"frozenset({'OFF-ST-10000642', 'OFF-BI-10003676'})"
254,0.021739130434782608,"frozenset({'TEC-PH-10003589', 'OFF-BI-10003676'})"
255,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'OFF-FA-10003485'})"
256,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'OFF-ST-10001963'})"
257,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'OFF-ST-10003996'})"
258,0.021739130434782608,"frozenset({'OFF-BI-10004209', 'TEC-AC-10004568'})"
259,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-BI-10004519'})"
260,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-EN-10003798'})"
261,0.021739130434782608,"frozenset({'OFF-PA-10004735', 'OFF-EN-10003798'})"
262,0.021739130434782608,"frozenset({'OFF-EN-10003798', 'OFF-ST-10000642'})"
263,0.021739130434782608,"frozenset({'TEC-PH-10003589', 'OFF-EN-10003798'})"
264,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-EN-10003845'})"
265,0.021739130434782608,"frozenset({'OFF-EN-10003845', 'TEC-AC-10003709'})"
266,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-EN-10004483'})"
267,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-EN-10004846'})"
268,0.021739130434782608,"frozenset({'OFF-EN-10004846', 'OFF-PA-10001838'})"
269,0.021739130434782608,"frozenset({'OFF-EN-10004846', 'OFF-SU-10003567'})"
270,0.021739130434782608,"frozenset({'TEC-AC-10003038', 'OFF-EN-10004846'})"
271,0.021739130434782608,"frozenset({'OFF-EN-10004846', 'TEC-PH-10001557'})"
272,0.021739130434782608,"frozenset({'TEC-PH-10001760', 'OFF-EN-10004846'})"
273,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-LA-10001771'})"
274,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10000675'})"
275,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10000726'})"
276,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10000809'})"
277,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10001804'})"
278,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10001838'})"
279,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10001870'})"
280,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10002005'})"
281,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10002036'})"
282,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10002120'})"
283,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10002666'})"
284,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10004675'})"
285,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-PA-10004735'})"
286,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10000419'})"
287,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10000642'})"
288,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10000760'})"
289,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10001963'})"
290,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10002301'})"
291,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10002486'})"
292,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10003208'})"
293,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10003816'})"
294,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10003996'})"
295,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-ST-10004507'})"
296,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-SU-10003567'})"
297,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'OFF-SU-10004231'})"
298,0.021739130434782608,"frozenset({'OFF-SU-10004884', 'OFF-FA-10003485'})"
299,0.021739130434782608,"frozenset({'TEC-AC-10002473', 'OFF-FA-10003485'})"
300,0.021739130434782608,"frozenset({'TEC-AC-10003038', 'OFF-FA-10003485'})"
301,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-AC-10003116'})"
302,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-AC-10003709'})"
303,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-AC-10004568'})"
304,0.021739130434782608,"frozenset({'TEC-AC-10004877', 'OFF-FA-10003485'})"
305,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-CO-10004202'})"
306,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-MA-10002412'})"
307,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-MA-10003626'})"
308,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10000011'})"
309,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10000307'})"
310,0.043478260869565216,"frozenset({'TEC-PH-10000702', 'OFF-FA-10003485'})"
311,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10001557'})"
312,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10001760'})"
313,0.043478260869565216,"frozenset({'OFF-FA-10003485', 'TEC-PH-10002293'})"
314,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10003589'})"
315,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10003800'})"
316,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10004434'})"
317,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10004447'})"
318,0.021739130434782608,"frozenset({'OFF-FA-10003485', 'TEC-PH-10004586'})"
319,0.021739130434782608,"frozenset({'OFF-LA-10001771', 'TEC-PH-10004434'})"
320,0.021739130434782608,"frozenset({'OFF-PA-10002666', 'OFF-PA-10000675'})"
321,0.021739130434782608,"frozenset({'TEC-PH-10000011', 'OFF-PA-10000675'})"
322,0.021739130434782608,"frozenset({'OFF-SU-10004231', 'OFF-PA-10000809'})"
323,0.021739130434782608,"frozenset({'TEC-MA-10002412', 'OFF-PA-10001804'})"
324,0.021739130434782608,"frozenset({'TEC-MA-10003626', 'OFF-PA-10001804'})"
325,0.021739130434782608,"frozenset({'OFF-PA-10001838', 'OFF-SU-10003567'})"
326,0.021739130434782608,"frozenset({'TEC-AC-10003038', 'OFF-PA-10001838'})"
327,0.021739130434782608,"frozenset({'TEC-PH-10001557', 'OFF-PA-10001838'})"
328,0.021739130434782608,"frozenset({'TEC-PH-10001760', 'OFF-PA-10001838'})"
329,0.021739130434782608,"frozenset({'OFF-PA-10002036', 'OFF-PA-10001870'})"
330,0.021739130434782608,"frozenset({'TEC-PH-10000011', 'OFF-PA-10002666'})"
331,0.021739130434782608,"frozenset({'OFF-PA-10004675', 'TEC-PH-10002293'})"
332,0.021739130434782608,"frozenset({'OFF-PA-10004735', 'OFF-ST-10000642'})"
333,0.021739130434782608,"frozenset({'TEC-PH-10003589', 'OFF-PA-10004735'})"
334,0.021739130434782608,"frozenset({'TEC-AC-10004877', 'OFF-ST-10000419'})"
335,0.021739130434782608,"frozenset({'TEC-PH-10003589', 'OFF-ST-10000642'})"
336,0.021739130434782608,"frozenset({'OFF-ST-10000760', 'OFF-ST-10002301'})"
337,0.021739130434782608,"frozenset({'OFF-SU-10004884', 'OFF-ST-10000760'})"
338,0.021739130434782608,"frozenset({'OFF-ST-10001963', 'OFF-ST-10003996'})"
339,0.021739130434782608,"frozenset({'OFF-ST-10001963', 'TEC-AC-10004568'})"
340,0.021739130434782608,"frozenset({'OFF-SU-10004884', 'OFF-ST-10002301'})"
341,0.021739130434782608,"frozenset({'OFF-ST-10003208', 'TEC-PH-10004447'})"
342,0.021739130434782608,"frozenset({'OFF-ST-10003996', 'TEC-AC-10004568'})"
