,Order_ID,Order_Date,Customer_ID,State,Product_ID,Product_Name,Quantity,Price
23,US-2017-156909,2017-07-16,SF-20065,Pennsylvania,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",2,35.686
24,CA-2015-106320,2015-09-25,EB-13870,Utah,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,3,319.1925
25,CA-2016-121755,2016-01-16,EH-13945,California,OFF-BI-10001634,Wilson Jones Active Use Binders,2,5.824
26,CA-2016-121755,2016-01-16,EH-13945,California,TEC-AC-10003027,Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,3,30.189999999999998
27,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7,440.48999999999995
28,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,2,4.809
29,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,FUR-AY-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",3,41.4
30,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,OFF-EN-10001509,Poly String Tie Envelopes,2,1.632
31,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,14.384
32,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6,1.143
33,US-2015-150630,2015-09-17,TB-21520,Pennsylvania,OFF-AR-10001683,Lumber Crayons,2,7.88
34,CA-2017-107727,2017-10-19,MA-17560,Texas,OFF-PA-10002764,Easy-staple paper,3,9.824
35,CA-2016-117590,2016-12-08,GH-14485,Texas,TEC-PH-10004977,GE 30524EE4,7,156.792
36,CA-2016-117590,2016-12-08,GH-14485,Texas,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,38.184
37,CA-2015-117415,2015-12-27,SN-20710,Texas,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",9,12.592
38,CA-2015-117415,2015-12-27,SN-20710,Texas,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,177.4664
39,CA-2015-117415,2015-12-27,SN-20710,Texas,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",3,70.68599999999999
40,CA-2015-117415,2015-12-27,SN-20710,Texas,TEC-PH-10000486,Plantronics HL10 Handset Lifter,4,92.792
41,CA-2017-120999,2017-09-10,LC-16930,Illinois,TEC-PH-10004093,Panasonic Kx-TS550,4,36.792
42,CA-2016-101343,2016-07-17,RA-19885,California,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",2,38.94
43,CA-2017-139619,2017-09-19,ES-14080,Florida,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2,47.808
44,CA-2016-118255,2016-03-11,ON-18715,Minnesota,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2,22.99
45,CA-2016-118255,2016-03-11,ON-18715,Minnesota,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,8.73
46,CA-2014-146703,2014-10-20,PO-18865,Michigan,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",4,52.99
47,CA-2016-169194,2016-06-20,LH-16900,Delaware,TEC-AC-10002167,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,3,15.0
48,CA-2016-169194,2016-06-20,LH-16900,Delaware,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2,10.9
49,CA-2015-115742,2015-04-18,DP-13000,Indiana,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6,6.37
50,CA-2015-115742,2015-04-18,DP-13000,Indiana,OFF-LA-10002762,Avery 485,6,12.530000000000001
51,CA-2015-115742,2015-04-18,DP-13000,Indiana,FUR-FU-10001706,Longer-Life Soft White Bulbs,2,3.08
52,CA-2015-115742,2015-04-18,DP-13000,Indiana,FUR-CH-10003061,"Global Leather Task Chair, Black",1,89.99
53,CA-2016-105816,2016-12-11,JM-15265,New York,OFF-FA-10000304,Advantus Push Pins,7,2.18
54,CA-2016-105816,2016-12-11,JM-15265,New York,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,5,205.99
55,CA-2016-111682,2016-06-17,TB-21055,New York,OFF-ST-10000604,Home/Office Personal File Carts,6,34.76
56,CA-2016-111682,2016-06-17,TB-21055,New York,OFF-PA-10001569,Xerox 232,5,6.4799999999999995
57,CA-2016-111682,2016-06-17,TB-21055,New York,FUR-CH-10003968,Novimex Turbo Task Chair,5,63.882000000000005
58,CA-2016-111682,2016-06-17,TB-21055,New York,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",2,7.28
59,CA-2016-111682,2016-06-17,TB-21055,New York,TEC-AC-10002167,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,2,22.5
60,CA-2016-111682,2016-06-17,TB-21055,New York,OFF-BI-10001460,Plastic Binding Combs,4,12.12
61,CA-2016-111682,2016-06-17,TB-21055,New York,OFF-AR-10001868,Prang Dustless Chalk Sticks,1,1.68
62,CA-2015-135545,2015-11-24,KM-16720,California,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2,6.99
63,CA-2015-135545,2015-11-24,KM-16720,California,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6,4.304
64,CA-2015-135545,2015-11-24,KM-16720,California,OFF-PA-10003892,Xerox 1943,3,48.91
65,CA-2015-135545,2015-11-24,KM-16720,California,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,4,19.94
66,US-2015-164175,2015-04-30,PS-18970,Illinois,FUR-AZ-10001146,"Global Value Mid-Back Manager's Chair, Gray",5,42.623000000000005
67,CA-2014-106376,2014-12-05,BS-11590,Arizona,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",8,139.128
68,CA-2014-106376,2014-12-05,BS-11590,Arizona,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,4,41.992
69,CA-2016-119823,2016-06-04,KD-16270,Virginia,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2,37.94
70,CA-2016-106075,2016-09-18,HM-14980,New York,OFF-AY-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,1,4.616
71,CA-2017-114440,2017-09-14,TB-21520,Michigan,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3,6.3500000000000005
72,US-2015-134026,2015-04-26,JE-15745,Tennessee,FUR-CH-10000513,High-Back Leather Manager's Chair,8,103.992
73,US-2015-134026,2015-04-26,JE-15745,Tennessee,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,48.52
74,US-2015-134026,2015-04-26,JE-15745,Tennessee,OFF-ST-10004123,Safco Industrial Wire Shelving System,1,72.784
75,US-2017-118038,2017-12-09,KB-16600,Texas,OFF-BI-10004182,Economy Binders,3,0.416
76,US-2017-118038,2017-12-09,KB-16600,Texas,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",3,3.236
77,US-2017-118038,2017-12-09,KB-16600,Texas,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3,9.08
78,US-2014-147606,2014-11-26,JE-15745,Texas,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5,3.8600000000000003
79,CA-2016-127208,2016-06-12,SC-20770,Alabama,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,208.16
80,CA-2016-127208,2016-06-12,SC-20770,Alabama,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,3,5.579999999999999
81,CA-2014-139451,2014-10-12,DN-13690,California,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5,2.98
82,CA-2014-139451,2014-10-12,DN-13690,California,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",1,21.39
83,CA-2015-149734,2015-09-03,JC-16105,North Carolina,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,7,28.712
84,US-2017-119662,2017-11-13,CS-12400,Illinois,OFF-ST-10003656,Safco Industrial Wire Shelving,3,76.792
85,CA-2017-140088,2017-05-28,PO-18865,South Carolina,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,2,150.98
86,CA-2017-155558,2017-10-26,PG-18895,Minnesota,TEC-AC-10001998,Logitech�LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1,19.99
87,CA-2017-155558,2017-10-26,PG-18895,Minnesota,OFF-LA-10000134,Avery 511,2,3.08
88,CA-2016-159695,2016-04-05,GM-14455,Texas,OFF-ST-10003442,Eldon Portable Mobile Manager,7,22.624
89,CA-2016-109806,2016-09-17,JS-15685,California,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,3,6.7
90,CA-2016-109806,2016-09-17,JS-15685,California,TEC-PH-10004093,Panasonic Kx-TS550,2,73.584
91,CA-2016-109806,2016-09-17,JS-15685,California,OFF-PA-10000304,Xerox 1995,1,6.48
92,CA-2015-149587,2015-01-31,KB-16315,Minnesota,OFF-PA-10003177,Xerox 1999,2,6.48
93,CA-2015-149587,2015-01-31,KB-16315,Minnesota,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",3,17.78
94,CA-2015-149587,2015-01-31,KB-16315,Minnesota,OFF-BI-10002852,Ibico Standard Transparent Covers,2,16.48
95,US-2017-109484,2017-11-06,RB-19705,Oregon,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,1,5.682
96,CA-2017-161018,2017-11-09,PN-18775,New York,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,7,13.790000000000001
97,CA-2017-157833,2017-06-17,KD-16345,California,OFF-BI-10001721,Trimflex Flexible Post Binders,3,17.104
98,CA-2016-149223,2016-09-06,ER-13855,Minnesota,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,6,12.979999999999999
99,CA-2016-158568,2016-08-29,RB-19465,Illinois,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,7,9.232
100,CA-2016-158568,2016-08-29,RB-19465,Illinois,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,3,31.992
101,CA-2016-158568,2016-08-29,RB-19465,Illinois,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,3,0.596
102,CA-2016-129903,2016-12-01,GZ-14470,Minnesota,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),4,5.98
103,US-2015-156867,2015-11-13,LC-16870,Colorado,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,6,39.815999999999995
104,US-2015-156867,2015-11-13,LC-16870,Colorado,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,34.12
105,US-2015-156867,2015-11-13,LC-16870,Colorado,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",3,12.293999999999999
106,CA-2017-119004,2017-11-23,JM-15250,North Carolina,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,8,9.264
107,CA-2017-119004,2017-11-23,JM-15250,North Carolina,TEC-PH-10002844,Speck Products Candyshell Flip Case,1,27.992
108,CA-2017-119004,2017-11-23,JM-15250,North Carolina,OFF-AR-10000390,Newell Chalk Holder,1,3.304
109,CA-2015-129476,2015-10-15,PA-19060,Illinois,TEC-AC-10000844,Logitech�Gaming G510s - Keyboard,5,67.99199999999999
110,CA-2017-146780,2017-12-25,CV-12805,New York,FUR-FU-10001934,Magnifier Swing Arm Lamp,2,20.98
111,CA-2016-128867,2016-11-03,CL-12565,Iowa,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",2,37.98
112,CA-2016-128867,2016-11-03,CL-12565,Iowa,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",6,4.54
113,CA-2014-115259,2014-08-25,RC-19960,Ohio,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",14,2.864
114,CA-2014-115259,2014-08-25,RC-19960,Ohio,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2,2.36
115,CA-2014-115259,2014-08-25,RC-19960,Ohio,OFF-PA-10004965,Xerox 1921,3,7.992
116,CA-2014-115259,2014-08-25,RC-19960,Ohio,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",6,21.744
117,CA-2015-110457,2015-03-02,DK-13090,Washington,FUR-TA-10001768,Hon Racetrack Conference Tables,3,262.51
118,US-2015-136476,2015-04-05,GG-14650,Tennessee,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,1,157.794
119,CA-2016-103730,2016-06-12,SC-20725,Delaware,FUR-FU-10002157,Artistic Insta-Plaque,3,15.68
120,CA-2016-103730,2016-06-12,SC-20725,Delaware,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,4,4.626
121,CA-2016-103730,2016-06-12,SC-20725,Delaware,OFF-ST-10000777,"Companion Letter/Legal File, Black",6,37.76
122,CA-2016-103730,2016-06-12,SC-20725,Delaware,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,9,12.78
123,CA-2016-103730,2016-06-12,SC-20725,Delaware,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,7,9.72
124,US-2014-152030,2014-12-26,AD-10180,Texas,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,3,200.186
125,US-2014-134614,2014-09-20,PF-19165,Illinois,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,6,102.95
126,US-2017-107272,2017-11-05,TS-21610,Arizona,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",2,1.194
127,US-2017-107272,2017-11-05,TS-21610,Arizona,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",7,34.856
128,US-2016-125969,2016-11-06,LS-16975,California,FUR-AZ-10001146,"Global Task Chair, Black",2,40.712
129,US-2016-125969,2016-11-06,LS-16975,California,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,3,79.52
130,US-2017-164147,2017-02-02,DW-13585,Ohio,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,5,11.994
131,US-2017-164147,2017-02-02,DW-13585,Ohio,OFF-AY-10002377,Xerox 1916,2,39.152
132,US-2017-164147,2017-02-02,DW-13585,Ohio,OFF-FA-10003485,Staples,9,2.384
133,CA-2016-145583,2016-10-13,LC-16885,California,OFF-PA-10001804,Xerox 195,3,6.68
134,CA-2016-145583,2016-10-13,LC-16885,California,OFF-PA-10001736,Xerox 1880,1,35.44
135,CA-2016-145583,2016-10-13,LC-16885,California,OFF-AY-10001149,"Sanford Colorific Colored Pencils, 12/Box",4,2.88
136,CA-2016-145583,2016-10-13,LC-16885,California,OFF-FA-10002988,Ideal Clamps,2,2.01
137,CA-2016-145583,2016-10-13,LC-16885,California,OFF-BI-10004781,GBC Wire Binding Strips,3,25.392
138,CA-2016-145583,2016-10-13,LC-16885,California,OFF-SU-10001218,Fiskars Softgrip Scissors,6,10.979999999999999
139,CA-2016-145583,2016-10-13,LC-16885,California,FUR-FU-10001706,Longer-Life Soft White Bulbs,14,0.44
140,CA-2016-110366,2016-09-05,JD-15895,Pennsylvania,FUR-AY-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",2,62.1
141,CA-2017-106180,2017-09-18,SH-19975,California,OFF-AR-10000940,Newell 343,3,2.94
142,CA-2017-106180,2017-09-18,SH-19975,California,OFF-EN-10004030,Convenience Packs of Business Envelopes,3,3.6199999999999997
143,CA-2017-106180,2017-09-18,SH-19975,California,OFF-PA-10004327,Xerox 1911,3,47.9
144,CA-2017-155376,2017-12-22,SG-20080,Missouri,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,3,279.81
145,CA-2015-110744,2015-09-07,HA-14920,California,OFF-ST-10003656,Safco Industrial Wire Shelving,7,32.91085714285715
146,CA-2014-110072,2014-10-22,MG-17680,Ohio,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",4,23.472
147,CA-2016-114489,2016-12-05,JE-16165,Wisconsin,TEC-PH-10000215,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,11,34.949999999999996
148,CA-2016-114489,2016-12-05,JE-16165,Wisconsin,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,3,49.99
149,CA-2016-114489,2016-12-05,JE-16165,Wisconsin,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",8,91.4925
150,CA-2016-114489,2016-12-05,JE-16165,Wisconsin,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,5,34.31
151,CA-2016-158834,2016-03-13,TW-21025,Arizona,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,5,31.583999999999996
152,CA-2016-158834,2016-03-13,TW-21025,Arizona,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded�Headset,2,101.592
153,CA-2015-124919,2015-05-31,SP-20650,California,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,7,8.34
154,CA-2015-124919,2015-05-31,SP-20650,California,OFF-PA-10002254,Xerox 1883,4,26.38
155,CA-2015-124919,2015-05-31,SP-20650,California,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",6,13.479999999999999
156,CA-2015-118948,2015-05-28,NK-18490,Washington,OFF-AR-10001547,Newell 311,3,2.21
157,CA-2014-104269,2014-03-01,DB-13060,Washington,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2,300.279
158,CA-2016-114104,2016-11-20,NP-18670,Oklahoma,OFF-LA-10002475,Avery 519,2,7.31
159,CA-2016-114104,2016-11-20,NP-18670,Oklahoma,TEC-PH-10004536,Avaya 5420 Digital phone,7,134.98999999999998
160,CA-2016-162733,2016-05-11,TT-21070,California,OFF-PA-10002751,Xerox 1920,1,5.98
161,CA-2015-119697,2015-12-28,EM-13960,Pennsylvania,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,2,27.192
162,CA-2016-154508,2016-11-16,RD-19900,New Mexico,OFF-EN-10004773,Staple envelope,5,5.68
163,CA-2016-113817,2016-11-07,MJ-17740,Washington,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,2,13.84
164,CA-2014-139892,2014-09-08,BM-11140,Texas,OFF-AR-10004441,BIC Brite Liner Highlighters,3,3.312
165,CA-2014-139892,2014-09-08,BM-11140,Texas,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,8,1019.994
166,CA-2014-139892,2014-09-08,BM-11140,Texas,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,3,91.976
167,CA-2014-139892,2014-09-08,BM-11140,Texas,FUR-CH-10004287,SAFCO Arco Folding Chair,9,193.34
168,CA-2014-139892,2014-09-08,BM-11140,Texas,OFF-AR-10002656,Sanford Liquid Accent Highlighters,6,5.344
169,CA-2014-139892,2014-09-08,BM-11140,Texas,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,5,35.596
170,CA-2014-139892,2014-09-08,BM-11140,Texas,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,3,47.992
171,CA-2014-118962,2014-08-05,CS-12130,California,OFF-AY-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",3,6.98
172,CA-2014-118962,2014-08-05,CS-12130,California,OFF-PA-10001144,Xerox 1913,2,55.48
173,CA-2014-118962,2014-08-05,CS-12130,California,FUR-CH-10003817,"Global Value Steno Chair, Gray",7,48.592
174,US-2014-100853,2014-09-14,JB-15400,Illinois,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2,26.224
175,US-2014-100853,2014-09-14,JB-15400,Illinois,OFF-LA-10003148,Avery 51,4,5.04
176,US-2017-152366,2017-04-21,SJ-20500,Texas,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",4,24.316
177,US-2015-101511,2015-11-21,JE-15745,Ohio,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",7,56.686
178,US-2015-101511,2015-11-21,JE-15745,Ohio,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,5,3.176
179,CA-2015-137225,2015-12-15,JK-15640,New York,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",1,3.28
180,CA-2014-166191,2014-12-05,DK-13150,Illinois,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",2,12.408
181,CA-2014-166191,2014-12-05,DK-13150,Illinois,TEC-AC-10004659,Imation�Secure+ Hardware Encrypted USB 2.0�Flash Drive; 16GB,7,58.392
182,CA-2014-158274,2014-11-19,RM-19675,Louisiana,TEC-PH-10003273,AT&T TR1909W,4,125.99
183,CA-2014-158274,2014-11-19,RM-19675,Louisiana,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),5,29.99
184,CA-2014-158274,2014-11-19,RM-19675,Louisiana,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,2,14.5
185,CA-2016-105018,2016-11-28,SK-19990,Connecticut,OFF-BI-10001890,Avery Poly Binder Pockets,2,3.58
186,CA-2014-123260,2014-08-26,FM-14290,California,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,8,22.1
187,CA-2016-157000,2016-07-16,AM-10360,Texas,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",3,12.408
188,CA-2016-157000,2016-07-16,AM-10360,Texas,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,3,19.46
189,CA-2015-102281,2015-10-12,MP-17470,New York,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",4,224.784
190,CA-2015-102281,2015-10-12,MP-17470,New York,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,6,11.96
191,CA-2015-102281,2015-10-12,MP-17470,New York,OFF-PA-10000061,Xerox 205,8,6.48
192,CA-2015-102281,2015-10-12,MP-17470,New York,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,177.4664
193,CA-2015-102281,2015-10-12,MP-17470,New York,OFF-AR-10003514,4009 Highlighters by Sanford,5,3.9799999999999995
194,CA-2015-131457,2015-10-31,MZ-17515,California,OFF-EN-10001509,Poly String Tie Envelopes,7,0.46628571428571425
195,CA-2014-140004,2014-03-21,CB-12025,Ohio,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",2,3.704
196,CA-2014-140004,2014-03-21,CB-12025,Ohio,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",3,2.016
197,CA-2017-107720,2017-11-06,VM-21685,New Jersey,OFF-ST-10001414,Decoflex Hanging Personal Folder File,3,15.42
198,US-2017-124303,2017-07-06,FH-14365,Pennsylvania,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,1.473
199,US-2017-124303,2017-07-06,FH-14365,Pennsylvania,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",3,5.352
200,CA-2017-105074,2017-06-24,MB-17305,Ohio,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,3,7.248
201,CA-2014-133690,2014-08-03,BS-11755,Colorado,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,2,109.375
202,CA-2014-133690,2014-08-03,BS-11755,Colorado,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",1,2.6
