ID,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,order_num_total,customer_value_total
10018,5ddca1bc-4d06-11ea-a626-000d3a38a36f,Ios App,Ios App,2019-08-07,2020-12-09,2020-12-09,2019-09-15,1,3,"190,97","90,99",[KADIN],4,"281,96"
10019,edc9b1b2-ae09-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-07-27,2021-04-20,2021-04-20,2020-07-04,7,4,"170,46","934,89","[AKTIFCOCUK,  KADIN]",11,"1105,35"
1002,c640245c-ab14-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-04-12,2020-11-11,2020-11-11,2020-07-04,3,1,"80,49","544,91","[ERKEK,  KADIN,  AKTIFSPOR]",4,"625,4"
10020,c0f14ed8-8d57-11ea-8f41-000d3a38a36f,Android App,Mobile,2020-05-03,2021-04-22,2021-04-22,2021-03-14,2,1,"90,88","191,68",[KADIN],3,"282,56"
10021,b5331e3e-a3d6-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-04-06,2020-11-24,2020-11-24,2019-10-12,2,2,"219,98","181,98",[COCUK],4,"401,96"
10022,c8c224e0-a89a-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-10-18,2020-10-15,2019-10-18,2020-10-15,1,1,"49,98","87,48",[AKTIFSPOR],2,"137,46"
10023,f4c0a276-a6a4-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-04-08,2021-03-18,2014-04-08,2021-03-18,1,3,"819,91","62,98",[],4,"882,89"
10024,13301c22-ddfb-11e9-957d-000d3a38a36f,Android App,Offline,2019-09-23,2021-02-05,2020-11-09,2021-02-05,7,3,"175,96","759,45","[ERKEK,  KADIN]",10,"935,4100000000001"
10025,e7b512f2-a577-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-08-14,2021-04-19,2020-03-18,2021-04-19,3,2,"339,86","196,97","[KADIN,  AKTIFSPOR]",5,"536,83"
10026,789056a2-74f2-11ea-bb48-000d3a38a36f,Ios App,Ios App,2019-08-25,2020-10-02,2020-10-02,2020-01-15,2,2,"369,89","519,88",[AKTIFSPOR],4,"889,77"
10027,86de5d96-9f1c-11e9-9897-000d3a38a36f,Android App,Android App,2013-05-06,2021-01-16,2021-01-16,2019-12-16,23,1,"169,98","3142,22",[ERKEK],24,"3312,2"
10028,e2f31ee6-b16e-11e9-89fa-000d3a38a36f,Android App,Offline,2019-06-23,2021-05-24,2021-04-23,2021-05-24,5,1,"88,87","507,89","[AKTIFCOCUK,  COCUK]",6,"596,76"
10029,d1444ad0-1a14-11ea-941b-000d3a38a36f,Mobile,Mobile,2018-06-22,2021-02-16,2021-02-16,2019-08-17,4,1,"29,99","795,29",[AKTIFSPOR],5,"825,28"
1003,eb01a10e-a84d-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-12-07,2020-09-06,2015-12-07,2020-09-06,1,3,"291,21",169,"[ERKEK,  AKTIFSPOR]",4,"460,21"
10030,c8638eea-7521-11ea-b23f-000d3a38a36f,Android App,Offline,2020-04-02,2021-04-28,2021-01-19,2021-04-28,4,1,"160,88","832,95",[ERKEK],5,"993,83"
10031,a69434ba-1381-11ea-a001-000d3a38a36f,Android App,Offline,2019-03-16,2020-11-07,2020-04-06,2020-11-07,1,3,"255,95","133,32","[KADIN,  AKTIFSPOR]",4,"389,27"
10032,f10f3660-afeb-11e9-9757-000d3a38a36f,Android App,Offline,2019-03-14,2021-03-07,2020-09-29,2021-03-07,9,2,"390,96","975,67","[ERKEK,  AKTIFSPOR]",11,"1366,6299999999999"
10033,895b8e74-aec4-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-11-08,2021-03-05,2018-11-08,2021-03-05,1,6,"645,91","59,98","[ERKEK,  KADIN]",7,"705,89"
10034,2dccadba-a963-11e9-a2fc-000d3a38a36f,Android App,Android App,2016-09-09,2021-03-29,2021-03-29,2019-07-16,8,2,"159,97","2094,13","[ERKEK,  AKTIFSPOR]",10,"2254,1"
10035,9e10102e-a5c8-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-23,2020-07-18,2020-07-18,2019-09-23,6,3,"489,95","1202,46","[ERKEK,  KADIN,  AKTIFSPOR]",9,"1692,41"
10036,d9cf0c82-a6ea-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-09-12,2021-02-01,2014-09-12,2021-02-01,1,3,"349,96","19,99","[KADIN,  AKTIFSPOR]",4,"369,95"
10037,750611a4-b05b-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-01,2020-09-20,2019-04-01,2020-09-20,1,4,"282,79","159,98",[AKTIFCOCUK],5,"442,77"
10038,aea852e6-f9a3-11e9-b138-000d3a38a36f,Ios App,Ios App,2019-02-14,2021-05-26,2021-05-26,2020-01-10,3,4,"521,93","1189,85",[],7,"1711,7799999999997"
10039,8104d04c-fc0c-11e9-b138-000d3a38a36f,Android App,Android App,2019-07-21,2020-07-14,2020-07-14,2020-02-23,1,2,"239,89","379,9",[AKTIFSPOR],3,"619,79"
1004,27fe792c-ac97-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-07-25,2021-02-11,2019-04-26,2021-02-11,6,2,"448,96","761,79","[AKTIFCOCUK,  ERKEK,  KADIN,  AKTIFSPOR]",8,"1210,75"
10040,af177f78-a290-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-15,2020-06-08,2020-06-08,2019-03-15,2,1,"29,99","153,98",[ERKEK],3,"183,97"
10041,d316a81e-b1e9-11e9-89fa-000d3a38a36f,Ios App,Offline,2019-07-21,2020-08-30,2020-04-05,2020-08-30,2,2,"129,98","337,91","[ERKEK,  KADIN]",4,"467,89"
10042,9f1b3d0c-a8d1-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-05-21,2020-08-16,2016-05-21,2020-08-16,1,2,"219,96","99,99",[ERKEK],3,"319,95"
10043,93c8d8ac-9eb2-11e9-9897-000d3a38a36f,Mobile,Mobile,2013-09-11,2021-05-08,2021-05-08,2020-06-18,10,1,"149,98","1295,74",[AKTIFCOCUK],11,"1445,72"
10044,67ef8ca8-9e80-11e9-9897-000d3a38a36f,Android App,Offline,2018-01-02,2021-03-11,2020-03-04,2021-03-11,8,2,"232,74","901,7","[KADIN,  AKTIFSPOR]",10,"1134,44"
10045,c2517cf2-5f18-11ea-be5b-000d3a38a36f,Ios App,Offline,2019-12-29,2020-11-07,2020-06-09,2020-11-07,2,4,"1397,9","332,46","[AKTIFCOCUK,  ERKEK,  KADIN,  AKTIFSPOR]",6,"1730,3600000000001"
10046,48558f12-a170-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-22,2021-04-16,2021-04-16,2020-07-09,1,2,"234,96","125,99",[KADIN],3,"360,95"
10047,44dcf946-5445-11ea-b1db-000d3a38a36f,Android App,Android App,2020-01-31,2021-05-03,2021-05-03,2020-12-30,3,2,"303,2","259,95","[KADIN,  AKTIFSPOR]",5,"563,15"
10048,d0aae138-2599-11eb-81e9-000d3a38a36f,Android App,Offline,2020-11-13,2021-02-09,2021-01-31,2021-02-09,8,1,"139,98","1710,86","[COCUK,  KADIN]",9,"1850,84"
10049,c8a390d0-5b31-11ea-ab55-000d3a38a36f,Ios App,Ios App,2020-02-21,2021-01-29,2021-01-29,2020-02-21,1,1,"275,72","167,99",[ERKEK],2,"443,71000000000004"
1005,7e7b417a-a546-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2014-11-01,2020-11-27,2020-11-27,2019-02-15,3,1,"44,99","267,96",[AKTIFCOCUK],4,"312,95"
10050,aafdc61e-aab4-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-07-10,2020-06-13,2020-06-13,2019-08-18,2,2,"219,97","539,84",[AKTIFSPOR],4,"759,8100000000001"
10051,596fcb5a-1137-11ea-8872-000d3a38a36f,Android App,Android App,2019-11-08,2021-05-03,2021-05-03,2019-11-08,2,1,"149,99","195,21",[AKTIFSPOR],3,"345,20000000000005"
10052,e3dd0e14-9eeb-11ea-80cd-000d3a38a36f,Android App,Offline,2020-11-18,2020-11-20,2020-11-18,2020-11-20,1,1,"29,99","95,99",[],2,"125,97999999999999"
10053,068ad69a-dfab-11e9-957d-000d3a38a36f,Android App,Android App,2019-09-25,2021-05-28,2021-05-28,2019-09-25,3,1,"99,99","337,88",[],4,"437,87"
10054,b50063e0-ac69-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-06-23,2020-10-14,2018-09-22,2020-10-14,2,4,"809,91","171,71","[AKTIFCOCUK,  COCUK,  KADIN]",6,"981,62"
10055,35f34a02-29ca-11ea-87cc-000d3a38a36f,Android App,Mobile,2019-02-26,2021-04-22,2021-04-22,2020-07-25,3,4,"444,94","404,97","[AKTIFCOCUK,  ERKEK]",7,"849,9100000000001"
10056,2479a0ac-43fe-11ea-8b43-000d3a38a36f,Mobile,Mobile,2019-07-15,2020-11-11,2020-11-11,2019-07-15,1,1,"79,99","220,99",[],2,"300,98"
10057,91d40a06-1afb-11ea-98d5-000d3a38a36f,Android App,Android App,2019-07-06,2021-05-28,2021-05-28,2021-02-22,8,3,"310,86","1117,91","[AKTIFCOCUK,  AKTIFSPOR]",11,"1428,77"
10058,130dfa6a-24bf-11ea-bf27-000d3a38a36f,Android App,Android App,2019-11-08,2021-01-28,2021-01-28,2019-11-08,3,1,"99,99","794,91",[ERKEK],4,"894,9"
10059,0ea8e8a0-a593-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2018-08-31,2021-01-30,2021-01-30,2019-10-18,3,1,"119,99","399,95","[ERKEK,  KADIN]",4,"519,9399999999999"
1006,b8da0ac8-62a0-11ea-9861-000d3a38a36f,Android App,Android App,2020-03-06,2021-05-17,2021-05-17,2020-03-06,3,1,"63,48","286,17",[AKTIFSPOR],4,"349,65000000000003"
10060,d7a921e8-ad45-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-11-10,2021-05-26,2020-07-28,2021-05-26,10,4,"434,82","1058,09","[AKTIFCOCUK,  KADIN]",14,"1492,9099999999999"
10061,3cead8ae-1375-11ea-a001-000d3a38a36f,Android App,Android App,2019-02-09,2020-11-26,2020-11-26,2019-02-09,2,1,"49,99","519,96",[ERKEK],3,"569,95"
10062,04e1726c-a4c9-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-05-21,2020-12-08,2020-12-08,2020-02-12,1,6,"718,94","109,98",[KADIN],7,"828,9200000000001"
10063,1d519100-7a7b-11ea-8f20-000d3a38a36f,Android App,Offline,2020-04-09,2021-04-01,2020-04-16,2021-04-01,5,2,"285,96","452,94",[],7,"738,9"
10064,8c4f2812-1edf-11ea-81ff-000d3a38a36f,Mobile,Mobile,2019-02-17,2021-01-16,2021-01-16,2019-02-17,1,1,"189,98","179,99",[ERKEK],2,"369,97"
10065,2d5ff0b0-a15e-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-21,2021-05-11,2021-05-11,2019-02-21,1,1,"69,99",217,[],2,"286,99"
10066,9791696a-acc0-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-05-08,2020-06-22,2020-06-22,2019-03-27,2,1,"29,99","382,09",[AKTIFSPOR],3,"412,08"
10067,6cbfe518-b17a-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-06-29,2021-03-24,2021-03-24,2020-07-03,3,2,"99,98","141,97","[AKTIFCOCUK,  KADIN]",5,"241,95"
10068,9bf453a4-a154-11e9-a2fc-000d3a38a36f,Mobile,Desktop,2019-02-20,2021-05-12,2021-05-12,2019-02-20,2,2,"119,98","598,38",[],4,"718,36"
10069,ee755cc8-c556-11ea-9dde-000d3a38a36f,Android App,Android App,2020-07-12,2020-11-15,2020-11-15,2020-07-12,2,1,"100,49","388,99","[AKTIFCOCUK,  ERKEK,  AKTIFSPOR]",3,"489,48"
1007,7888020a-deba-11e9-957d-000d3a38a36f,Android App,Android App,2019-09-24,2020-09-17,2020-09-17,2019-09-24,1,1,"79,98","263,64","[ERKEK,  AKTIFSPOR]",2,"343,62"
10070,d06aaf12-ddd5-11e9-a848-000d3a38a36f,Mobile,Mobile,2019-09-21,2021-01-23,2021-01-23,2020-02-01,3,2,"200,73","298,86","[KADIN,  AKTIFSPOR]",5,"499,59000000000003"
10071,6461d820-9ea3-11e9-9897-000d3a38a36f,Android App,Android App,2017-01-18,2020-08-07,2020-08-07,2019-12-17,5,1,"224,97","474,91","[COCUK,  KADIN,  AKTIFSPOR]",6,"699,88"
10072,64e38764-6386-11ea-a6dc-000d3a38a36f,Desktop,Offline,2020-03-09,2021-01-27,2020-03-09,2021-01-27,1,1,"89,99","62,99",[AKTIFSPOR],2,"152,98"
10073,146a2ad0-ad93-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-12-17,2021-05-19,2021-05-19,2019-07-06,2,1,"119,99","290,94",[AKTIFSPOR],3,"410,93"
10074,7109ffde-1ac8-11ea-98d5-000d3a38a36f,Android App,Offline,2019-10-12,2021-01-28,2020-04-14,2021-01-28,1,5,"262,59","159,98","[ERKEK,  KADIN,  AKTIFSPOR]",6,"422,56999999999994"
10075,f964fde6-29f2-11ea-87cc-000d3a38a36f,Android App,Android App,2019-07-14,2021-04-16,2021-04-16,2019-07-14,4,1,"279,97","1098,55","[ERKEK,  AKTIFSPOR]",5,"1378,52"
10076,07f57a7e-a87b-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-05-11,2021-04-24,2021-04-24,2019-09-25,10,1,"199,98","862,69",[AKTIFCOCUK],11,"1062,67"
10077,4a796c0c-54d2-11eb-9e65-000d3a38a36f,Mobile,Mobile,2021-01-12,2021-01-21,2021-01-21,2021-01-12,1,1,"204,86","299,98","[ERKEK,  KADIN,  AKTIFSPOR]",2,"504,84000000000003"
10078,02061982-a940-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-11-15,2020-09-04,2017-11-13,2020-09-04,4,3,"1003,94","329,94","[COCUK,  KADIN]",7,"1333,88"
10079,71ecbc32-49a5-11ea-8a4f-000d3a38a36f,Ios App,Offline,2019-11-16,2021-01-04,2020-05-01,2021-01-04,5,5,"445,18","545,74","[ERKEK,  KADIN]",10,"990,9200000000001"
1008,bde4d888-1965-11ea-b6a2-000d3a38a36f,Mobile,Mobile,2019-08-04,2020-07-17,2020-07-17,2019-08-04,2,2,"299,98","597,87",[ERKEK],4,"897,85"
10080,7cc01f12-b1d6-11e9-89fa-000d3a38a36f,Mobile,Offline,2019-07-20,2021-05-19,2021-05-02,2021-05-19,1,3,"442,91","90,48","[AKTIFCOCUK,  COCUK,  AKTIFSPOR]",4,"533,39"
10081,dce5d44c-a8ba-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-06-22,2021-05-26,2021-05-26,2020-07-05,19,1,"100,49","1669,44",[COCUK],20,"1769,93"
10082,c0b3daf0-a179-11e9-a2fc-000d3a38a36f,Ios App,Offline,2019-02-22,2020-10-08,2020-04-20,2020-10-08,1,2,"605,37","394,97","[COCUK,  KADIN]",3,"1000,34"
10083,42debd5a-a4dc-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-06-07,2020-09-09,2020-09-09,2019-06-07,2,2,"117,97","511,16","[AKTIFCOCUK,  AKTIFSPOR]",4,"629,13"
10084,9adca944-5671-11ea-b9b9-000d3a38a36f,Android App,Android App,2020-02-17,2021-05-28,2021-05-28,2020-02-17,2,1,"123,72","198,32","[AKTIFCOCUK,  AKTIFSPOR]",3,"322,03999999999996"
10085,a305a9b6-a912-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-08-24,2020-08-12,2016-08-24,2020-08-12,1,1,"169,99","119,99",[AKTIFSPOR],2,"289,98"
10086,ffb05798-5b4f-11ea-956f-000d3a38a36f,Android App,Android App,2019-12-15,2021-03-23,2021-03-23,2019-12-15,1,1,"129,99","89,92",[],2,"219,91000000000003"
10087,166b1128-a78f-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-03-18,2020-08-16,2015-03-18,2020-08-16,2,1,"621,43","125,26","[ERKEK,  KADIN]",3,"746,6899999999999"
10088,428830e8-f243-11e9-9346-000d3a38a36f,Android App,Android App,2019-10-19,2021-04-16,2021-04-16,2019-10-19,1,2,"199,98","404,1",[],3,"604,08"
10089,f4d1d620-5e84-11ea-be5b-000d3a38a36f,Mobile,Offline,2019-12-18,2020-07-09,2019-12-18,2020-07-09,1,1,"100,73","149,25","[ERKEK,  KADIN]",2,"249,98000000000002"
1009,6620e448-f97b-11e9-b138-000d3a38a36f,Mobile,Mobile,2019-10-28,2020-09-17,2020-09-17,2019-10-28,1,1,"119,99","199,99",[AKTIFSPOR],2,"319,98"
10090,41850336-ff29-11e9-a5e8-000d3a38a36f,Android App,Android App,2019-10-09,2021-03-31,2021-03-31,2019-12-01,13,1,"364,34","1608,56","[ERKEK,  KADIN,  AKTIFSPOR]",14,"1972,8999999999999"
10091,56288534-f3d9-11e9-9346-000d3a38a36f,Mobile,Mobile,2019-10-21,2020-06-03,2020-06-03,2019-10-21,1,1,"49,99","217,98",[AKTIFSPOR],2,"267,96999999999997"
10092,93425568-5b2a-11ea-982f-000d3a38a36f,Android App,Android App,2020-01-08,2021-03-28,2021-03-28,2020-01-08,1,1,"122,98","79,99",[KADIN],2,"202,97"
10093,a97a37c0-6b55-11ea-9c62-000d3a38a36f,Android App,Offline,2020-03-17,2020-08-30,2020-06-13,2020-08-30,2,1,"239,99","336,96","[ERKEK,  AKTIFSPOR]",3,"576,95"
10094,c7cc0ed8-25a5-11ea-b1c8-000d3a38a36f,Android App,Android App,2019-07-10,2021-01-04,2021-01-04,2019-07-10,1,1,"99,99","74,99",[COCUK],2,"174,98"
10095,c8663436-ad6e-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-04-10,2021-04-20,2018-08-03,2021-04-20,2,2,"179,98","234,96",[KADIN],4,"414,94"
10096,57005c42-9dc2-11e9-9897-000d3a38a36f,Android App,Android App,2020-07-05,2021-04-30,2021-04-30,2020-07-05,1,1,"140,49","302,5",[ERKEK],2,"442,99"
10097,77d63956-1a85-11ea-98d5-000d3a38a36f,Android App,Offline,2019-11-28,2021-02-10,2020-03-17,2021-02-10,1,3,"574,66","198,97","[ERKEK,  AKTIFSPOR]",4,"773,63"
10098,9047e0c0-7147-11ea-adca-000d3a38a36f,Android App,Android App,2020-06-25,2020-09-28,2020-09-28,2020-06-25,1,1,"324,38","149,9","[KADIN,  AKTIFSPOR]",2,"474,28"
10099,5926f210-a943-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-11-17,2021-03-02,2021-02-19,2021-03-02,6,9,"959,86","509,92","[ERKEK,  KADIN,  AKTIFSPOR]",15,"1469,78"
101,72b33428-f9a1-11ea-9564-000d3a38a36f,Android App,Android App,2020-09-18,2020-12-24,2020-12-24,2020-09-21,1,2,"460,63","228,99","[KADIN,  AKTIFSPOR]",3,"689,62"
1010,f5fbffd4-a7e2-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-06-14,2020-06-23,2015-06-14,2020-06-23,1,1,"339,99","38,49",[AKTIFSPOR],2,"378,48"
10100,da017c12-695d-11eb-b5d7-000d3a38a36f,Android App,Android App,2021-02-07,2021-02-08,2021-02-08,2021-02-08,2,1,"80,88","445,92","[AKTIFCOCUK,  KADIN,  AKTIFSPOR]",3,"526,8"
10101,6c0d76c0-2808-11eb-8a9b-000d3a38a36f,Mobile,Mobile,2019-12-31,2020-12-01,2020-12-01,2020-11-16,1,2,"159,98","229,98","[AKTIFCOCUK,  COCUK,  AKTIFSPOR]",3,"389,96"
10102,434b1d90-a2fe-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-22,2021-03-02,2021-03-02,2019-12-03,1,2,"274,97","59,99",[],3,"334,96000000000004"
10103,6875c8b4-a3f7-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-09,2020-06-22,2020-06-22,2020-01-02,1,2,"199,97","76,99",[ERKEK],3,"276,96"
10104,5f3845dc-30c0-11ea-a6ce-000d3a38a36f,Android App,Android App,2019-08-05,2021-01-10,2021-01-10,2019-08-05,1,2,"94,97","228,74","[KADIN,  AKTIFSPOR]",3,"323,71000000000004"
10105,9c8e95e6-94cd-11ea-85df-000d3a38a36f,Android App,Offline,2020-05-10,2020-07-23,2020-05-10,2020-07-23,1,3,"712,19","82,49","[ERKEK,  KADIN]",4,"794,6800000000001"
10106,612e38a4-60ab-11ea-8dd8-000d3a38a36f,Android App,Offline,2020-05-22,2021-05-18,2021-04-27,2021-05-18,4,4,"565,92","1360,08","[COCUK,  AKTIFSPOR]",8,1926
10107,9d4a8b2a-b161-11e9-89fa-000d3a38a36f,Ios App,Ios App,2019-02-24,2020-07-08,2020-07-08,2019-02-24,2,1,"49,99","488,97","[ERKEK,  AKTIFSPOR]",3,"538,96"
10108,409265f4-b12c-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-03-20,2020-09-16,2020-09-16,2020-06-14,3,5,"380,42","405,57","[COCUK,  KADIN,  AKTIFSPOR]",8,"785,99"
10109,5a141ddc-102c-11eb-8ffc-000d3a38a36f,Android App,Android App,2020-10-19,2021-01-09,2021-01-09,2020-10-19,4,1,"89,99","989,68","[AKTIFCOCUK,  COCUK,  AKTIFSPOR]",5,"1079,6699999999998"
1011,e894efa4-6cb2-11eb-b5d7-000d3a38a36f,Android App,Offline,2021-02-11,2021-05-20,2021-02-11,2021-05-20,4,1,"150,83","500,24","[ERKEK,  COCUK,  KADIN]",5,"651,07"
10110,cd7a9328-1383-11eb-8ffc-000d3a38a36f,Mobile,Mobile,2020-10-18,2021-04-11,2021-04-11,2020-10-18,1,1,"425,97","276,81",[AKTIFSPOR],2,"702,78"
10111,d68e8178-a475-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-05-01,2020-12-03,2020-12-03,2019-07-16,1,2,"169,97","139,99",[ERKEK],3,"309,96000000000004"
10112,b6e77936-18ee-11ea-9213-000d3a38a36f,Android App,Offline,2020-01-21,2020-12-23,2020-03-24,2020-12-23,1,3,"421,47","164,98",[KADIN],4,"586,45"
10113,9333f940-a0ff-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2019-02-16,2021-03-16,2021-03-16,2019-12-19,1,2,"222,97","181,99",[ERKEK],3,"404,96000000000004"
10114,6e37fbe2-a265-11ea-9c18-000d3a38a36f,Ios App,Offline,2020-05-30,2021-03-02,2020-06-12,2021-03-02,3,3,"296,82","731,91","[ERKEK,  COCUK,  KADIN]",6,"1028,73"
