Customer ID,Recency,Tenure,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,TenureScore,RFM_SCORE,Segment,BasketSize
12388.0,81,218,2,346,2,2,4,3,224,Hibernating,173.0
12389.0,38,291,3,341,3,3,4,4,334,Need_Attention,113.66666666666667
12391.0,100,298,4,729,2,4,5,4,245,At_Risk,182.25
12392.0,227,227,1,167,1,1,3,3,113,Hibernating,167.0
12393.0,18,64,2,278,4,2,3,1,423,Potential_Loyalists,139.0
12395.0,7,238,4,649,5,4,4,3,544,Champions,162.25
12396.0,310,310,1,293,1,1,3,4,113,Hibernating,293.0
12399.0,21,280,3,186,4,3,3,3,433,Potential_Loyalists,62.0
12400.0,50,50,1,40,3,1,1,1,311,About_to_Sleep,40.0
12402.0,28,306,5,263,4,4,3,4,443,Loyal_Customers,52.6
12404.0,318,318,1,63,1,1,1,4,111,Hibernating,63.0
12406.0,35,333,3,808,4,3,5,4,435,Potential_Loyalists,269.3333333333333
12408.0,21,134,3,386,4,3,4,2,434,Potential_Loyalists,128.66666666666666
12409.0,56,201,4,3402,3,4,5,2,345,Loyal_Customers,850.5
12410.0,138,138,1,180,2,1,3,2,213,Hibernating,180.0
12411.0,45,45,1,127,3,1,2,1,312,About_to_Sleep,127.0
12412.0,38,175,3,608,3,3,4,2,334,Need_Attention,202.66666666666666
12413.0,38,38,1,49,3,1,1,1,311,About_to_Sleep,49.0
12414.0,99,99,2,185,2,2,3,2,223,Hibernating,92.5
12415.0,11,163,5,5593,5,4,5,2,545,Champions,1118.6
12416.0,292,292,1,72,1,1,1,4,111,Hibernating,72.0
12417.0,46,369,10,949,3,5,5,5,355,Loyal_Customers,94.9
12418.0,49,266,3,276,3,3,3,3,333,Need_Attention,92.0
12419.0,21,49,2,141,4,2,2,1,422,Potential_Loyalists,70.5
12421.0,51,141,2,89,3,2,2,2,322,About_to_Sleep,44.5
12422.0,30,357,9,1175,4,5,5,4,455,Loyal_Customers,130.55555555555554
12423.0,23,101,2,180,4,2,3,2,423,Potential_Loyalists,90.0
12424.0,58,184,2,371,3,2,4,2,324,About_to_Sleep,185.5
12425.0,84,84,1,384,2,1,4,2,214,Hibernating,384.0
12426.0,298,298,1,186,1,1,3,4,113,Hibernating,186.0
12427.0,7,7,1,169,5,1,3,1,513,New_Customers,169.0
12429.0,1,182,4,1062,5,4,5,2,545,Champions,265.5
12431.0,9,329,9,1257,5,5,5,4,555,Champions,139.66666666666666
12433.0,2,112,5,1651,5,4,5,2,545,Champions,330.2
12434.0,17,17,1,99,4,1,2,1,412,Promising,99.0
12435.0,32,373,4,2417,4,4,5,5,445,Loyal_Customers,604.25
12437.0,31,373,20,2746,4,5,5,5,455,Loyal_Customers,137.3
12439.0,318,361,2,268,1,2,3,5,123,Hibernating,134.0
12440.0,98,353,2,163,2,2,3,4,223,Hibernating,81.5
12441.0,2,2,1,45,5,1,1,1,511,New_Customers,45.0
12443.0,368,368,1,80,1,1,2,5,112,Hibernating,80.0
12445.0,56,56,1,104,3,1,2,1,312,About_to_Sleep,104.0
12449.0,74,74,1,30,2,1,1,1,211,Hibernating,30.0
12450.0,35,110,3,155,4,3,2,2,432,Potential_Loyalists,51.666666666666664
12451.0,99,165,3,1368,2,3,5,2,235,At_Risk,456.0
12454.0,31,57,3,6783,4,3,5,1,435,Potential_Loyalists,2261.0
12455.0,81,357,4,776,2,4,5,4,245,At_Risk,194.0
12457.0,71,71,1,179,3,1,3,1,313,About_to_Sleep,179.0
12458.0,63,123,2,162,3,2,3,2,323,About_to_Sleep,81.0
12459.0,241,241,1,50,1,1,1,3,111,Hibernating,50.0
12460.0,92,92,1,97,2,1,2,2,212,Hibernating,97.0
12466.0,318,318,1,56,1,1,1,4,111,Hibernating,56.0
12467.0,59,59,1,44,3,1,1,1,311,About_to_Sleep,44.0
12468.0,162,318,3,884,2,3,5,4,235,At_Risk,294.6666666666667
12469.0,158,172,2,627,2,2,4,2,224,Hibernating,313.5
12470.0,325,325,1,73,1,1,1,4,111,Hibernating,73.0
12471.0,10,368,39,5617,5,5,5,5,555,Champions,144.02564102564102
12472.0,5,361,13,3635,5,5,5,5,555,Champions,279.61538461538464
12474.0,14,302,11,1721,5,5,5,4,555,Champions,156.45454545454547
12475.0,45,45,1,84,3,1,2,1,312,About_to_Sleep,84.0
12476.0,33,137,8,1719,4,5,5,2,455,Loyal_Customers,214.875
12477.0,35,259,3,2379,4,3,5,3,435,Potential_Loyalists,793.0
12480.0,35,143,3,518,4,3,4,2,434,Potential_Loyalists,172.66666666666666
12481.0,1,243,5,1708,5,4,5,3,545,Champions,341.6
12482.0,212,289,22,6235,1,5,5,4,155,Cant_Loose,283.40909090909093
12483.0,14,313,11,822,5,5,5,4,555,Champions,74.72727272727273
12484.0,119,317,5,625,2,4,4,4,244,At_Risk,125.0
12485.0,165,165,1,152,2,1,2,2,212,Hibernating,152.0
12486.0,67,67,1,482,3,1,4,1,314,About_to_Sleep,482.0
12487.0,366,366,1,208,1,1,3,5,113,Hibernating,208.0
12490.0,14,374,10,1330,5,5,5,5,555,Champions,133.0
12492.0,39,39,1,199,3,1,3,1,313,About_to_Sleep,199.0
12494.0,47,212,2,149,3,2,2,3,322,About_to_Sleep,74.5
12495.0,276,276,1,60,1,1,1,3,111,Hibernating,60.0
12496.0,256,256,1,19,1,1,1,3,111,Hibernating,19.0
12497.0,36,280,2,1474,4,2,5,3,425,Potential_Loyalists,737.0
12499.0,196,196,1,167,1,1,3,2,113,Hibernating,167.0
12500.0,71,309,7,261,3,5,3,4,353,Loyal_Customers,37.285714285714285
12504.0,53,232,2,143,3,2,2,3,322,About_to_Sleep,71.5
12505.0,44,44,1,313,3,1,3,1,313,About_to_Sleep,313.0
12507.0,220,220,1,141,1,1,2,3,112,Hibernating,141.0
12510.0,95,371,5,1050,2,4,5,5,245,At_Risk,210.0
12511.0,64,64,1,1012,3,1,5,1,315,About_to_Sleep,1012.0
12514.0,277,277,1,272,1,1,3,3,113,Hibernating,272.0
12516.0,66,235,2,575,3,2,4,3,324,About_to_Sleep,287.5
12519.0,112,112,1,83,2,1,2,2,212,Hibernating,83.0
12523.0,11,368,11,857,5,5,5,5,555,Champions,77.9090909090909
12524.0,24,305,8,2325,4,5,5,4,455,Loyal_Customers,290.625
12525.0,134,283,3,255,2,3,3,4,233,At_Risk,85.0
12527.0,165,165,1,145,2,1,2,2,212,Hibernating,145.0
12529.0,164,164,1,127,2,1,2,2,212,Hibernating,127.0
12530.0,51,278,5,328,3,4,4,3,344,Loyal_Customers,65.6
12531.0,322,322,1,405,1,1,4,4,114,Hibernating,405.0
12533.0,263,374,2,582,1,2,4,5,124,Hibernating,291.0
12537.0,44,44,1,292,3,1,3,1,313,About_to_Sleep,292.0
12538.0,14,14,1,46,5,1,1,1,511,New_Customers,46.0
12539.0,86,352,3,1716,2,3,5,4,235,At_Risk,572.0
12540.0,14,368,14,2868,5,5,5,5,555,Champions,204.85714285714286
12542.0,120,276,2,154,2,2,2,3,222,Hibernating,77.0
12543.0,84,84,1,469,2,1,4,2,214,Hibernating,469.0
12547.0,136,136,1,67,2,1,1,2,211,Hibernating,67.0
12549.0,213,333,3,338,1,3,4,4,134,At_Risk,112.66666666666667
12553.0,21,59,2,208,4,2,3,1,423,Potential_Loyalists,104.0
12554.0,84,84,1,243,2,1,3,2,213,Hibernating,243.0
12555.0,318,318,1,129,1,1,2,4,112,Hibernating,129.0
12557.0,7,68,2,1737,5,2,5,1,525,Potential_Loyalists,868.5
12562.0,21,71,2,387,4,2,4,1,424,Potential_Loyalists,193.5
12563.0,44,44,1,82,3,1,2,1,312,About_to_Sleep,82.0
12567.0,3,302,7,1310,5,5,5,4,555,Champions,187.14285714285714
12568.0,280,280,1,28,1,1,1,3,111,Hibernating,28.0
12573.0,17,101,4,150,4,4,2,2,442,Loyal_Customers,37.5
12575.0,93,162,2,172,2,2,3,2,223,Hibernating,86.0
12576.0,28,162,3,276,4,3,3,2,433,Potential_Loyalists,92.0
12577.0,17,372,5,259,4,4,3,5,443,Loyal_Customers,51.8
12578.0,21,79,2,467,4,2,4,2,424,Potential_Loyalists,233.5
12580.0,212,212,1,154,1,1,2,3,112,Hibernating,154.0
12582.0,58,213,2,330,3,2,4,3,324,About_to_Sleep,165.0
12583.0,9,369,13,2275,5,5,5,5,555,Champions,175.0
12586.0,10,359,3,486,5,3,4,5,534,Potential_Loyalists,162.0
12588.0,35,233,2,208,4,2,3,3,423,Potential_Loyalists,104.0
12589.0,57,325,5,1910,3,4,5,4,345,Loyal_Customers,382.0
12591.0,26,44,2,373,4,2,4,1,424,Potential_Loyalists,186.5
12592.0,155,155,3,957,2,3,5,2,235,At_Risk,319.0
12594.0,14,282,5,466,5,4,4,3,544,Champions,93.2
12595.0,140,140,1,95,2,1,2,2,212,Hibernating,95.0
12598.0,99,284,2,306,2,2,3,4,223,Hibernating,153.0
12599.0,17,213,6,414,4,5,4,3,454,Loyal_Customers,69.0
12600.0,11,368,9,511,5,5,4,5,554,Champions,56.77777777777778
12601.0,40,40,1,15,3,1,1,1,311,About_to_Sleep,15.0
12605.0,12,94,4,476,5,4,4,2,544,Champions,119.0
12606.0,318,318,1,21,1,1,1,4,111,Hibernating,21.0
12608.0,40,40,1,60,3,1,1,1,311,About_to_Sleep,60.0
12609.0,10,355,6,723,5,5,5,4,555,Champions,120.5
12613.0,24,361,5,1304,4,4,5,5,445,Loyal_Customers,260.8
12615.0,49,267,4,921,3,4,5,3,345,Loyal_Customers,230.25
12616.0,24,24,1,125,4,1,2,1,412,Promising,125.0
12619.0,196,196,1,43,1,1,1,2,111,Hibernating,43.0
12621.0,1,304,16,2557,5,5,5,4,555,Champions,159.8125
12623.0,52,332,6,1178,3,5,5,4,355,Loyal_Customers,196.33333333333334
12625.0,145,232,2,513,2,2,4,3,224,Hibernating,256.5
12629.0,21,59,2,523,4,2,4,1,424,Potential_Loyalists,261.5
12631.0,92,329,4,966,2,4,5,4,245,At_Risk,241.5
12632.0,156,200,2,241,2,2,3,2,223,Hibernating,120.5
12633.0,18,161,3,1015,4,3,5,2,435,Potential_Loyalists,338.3333333333333
12634.0,171,184,2,189,2,2,3,2,223,Hibernating,94.5
12635.0,28,92,2,481,4,2,4,2,424,Potential_Loyalists,240.5
12637.0,14,179,4,695,5,4,5,2,545,Champions,173.75
12638.0,275,275,1,47,1,1,1,3,111,Hibernating,47.0
12639.0,70,263,2,260,3,2,3,3,323,About_to_Sleep,130.0
12643.0,21,247,4,1308,4,4,5,3,445,Loyal_Customers,327.0
12644.0,66,330,3,420,3,3,4,4,334,Need_Attention,140.0
12645.0,45,304,4,405,3,4,4,4,344,Loyal_Customers,101.25
12647.0,3,331,23,5072,5,5,5,4,555,Champions,220.52173913043478
12648.0,73,337,2,319,2,2,4,4,224,Hibernating,159.5
12649.0,18,332,4,571,4,4,4,4,444,Loyal_Customers,142.75
12651.0,14,101,2,50,5,2,1,2,521,Potential_Loyalists,25.0
12653.0,162,162,1,736,2,1,5,2,215,Hibernating,736.0
12655.0,59,59,1,48,3,1,1,1,311,About_to_Sleep,48.0
12656.0,61,198,3,641,3,3,4,2,334,Need_Attention,213.66666666666666
12661.0,72,72,1,30,2,1,1,1,211,Hibernating,30.0
12662.0,9,253,10,1160,5,5,5,3,555,Champions,116.0
12663.0,260,304,2,137,1,2,2,4,122,Hibernating,68.5
12664.0,150,362,2,405,2,2,4,5,224,Hibernating,202.5
12665.0,53,53,1,17,3,1,1,1,311,About_to_Sleep,17.0
12666.0,30,30,1,264,4,1,3,1,413,Promising,264.0
12668.0,14,313,5,2374,5,4,5,4,545,Champions,474.8
12670.0,21,302,2,207,4,2,3,4,423,Potential_Loyalists,103.5
12671.0,242,242,1,520,1,1,4,3,114,Hibernating,520.0
12672.0,231,231,1,74,1,1,1,3,111,Hibernating,74.0
12673.0,37,37,1,231,4,1,3,1,413,Promising,231.0
12675.0,214,214,1,298,1,1,3,3,113,Hibernating,298.0
12676.0,44,119,4,352,3,4,4,2,344,Loyal_Customers,88.0
12677.0,191,302,2,158,1,2,2,4,122,Hibernating,79.0
12678.0,60,337,6,5793,3,5,5,4,355,Loyal_Customers,965.5
12681.0,3,362,23,5009,5,5,5,5,555,Champions,217.7826086956522
12682.0,1,374,22,3627,5,5,5,5,555,Champions,164.86363636363637
12683.0,1,362,7,1247,5,5,5,5,555,Champions,178.14285714285714
12686.0,7,7,1,43,5,1,1,1,511,New_Customers,43.0
12687.0,116,116,1,644,2,1,4,2,214,Hibernating,644.0
12691.0,56,56,1,41,3,1,1,1,311,About_to_Sleep,41.0
12692.0,273,273,1,47,1,1,1,3,111,Hibernating,47.0
12693.0,88,158,2,168,2,2,3,2,223,Hibernating,84.0
12694.0,57,57,1,189,3,1,3,1,313,About_to_Sleep,189.0
12695.0,164,301,3,276,2,3,3,4,233,At_Risk,92.0
12696.0,70,144,2,269,3,2,3,2,323,About_to_Sleep,134.5
12698.0,226,226,1,68,1,1,1,3,111,Hibernating,68.0
12699.0,53,53,1,178,3,1,3,1,313,About_to_Sleep,178.0
12701.0,165,269,4,502,2,4,4,3,244,At_Risk,125.5
12703.0,269,320,3,191,1,3,3,4,133,At_Risk,63.666666666666664
12705.0,19,169,5,1447,4,4,5,2,445,Loyal_Customers,289.4
12708.0,4,357,9,688,5,5,5,4,555,Champions,76.44444444444444
12709.0,2,366,15,6604,5,5,5,5,555,Champions,440.26666666666665
12711.0,247,312,2,403,1,2,4,4,124,Hibernating,201.5
12712.0,1,366,10,682,5,5,5,5,555,Champions,68.2
12714.0,24,371,7,2881,4,5,5,5,455,Loyal_Customers,411.57142857142856
12717.0,226,226,1,81,1,1,2,3,112,Hibernating,81.0
12720.0,5,142,4,558,5,4,4,2,544,Champions,139.5
12721.0,21,107,2,375,4,2,4,2,424,Potential_Loyalists,187.5
12724.0,19,171,3,444,4,3,4,2,434,Potential_Loyalists,148.0
12725.0,7,220,3,752,5,3,5,3,535,Potential_Loyalists,250.66666666666666
12726.0,23,260,4,415,4,4,4,3,444,Loyal_Customers,103.75
12727.0,78,290,3,764,2,3,5,4,235,At_Risk,254.66666666666666
12728.0,19,19,1,118,4,1,2,1,412,Promising,118.0
12730.0,157,157,1,181,2,1,3,2,213,Hibernating,181.0
12731.0,78,283,5,3076,2,4,5,4,245,At_Risk,615.2
12733.0,25,325,3,804,4,3,5,4,435,Potential_Loyalists,268.0
12734.0,10,28,2,99,5,2,2,1,522,Potential_Loyalists,49.5
12738.0,8,8,1,81,5,1,2,1,512,New_Customers,81.0
12739.0,30,30,1,656,4,1,4,1,414,Promising,656.0
12741.0,165,169,2,225,2,2,3,2,223,Hibernating,112.5
12742.0,261,261,1,432,1,1,4,3,114,Hibernating,432.0
12744.0,95,227,3,1565,2,3,5,3,235,At_Risk,521.6666666666666
12745.0,122,210,2,186,2,2,3,3,223,Hibernating,93.0
12746.0,176,176,1,30,2,1,1,2,211,Hibernating,30.0
12747.0,5,368,14,962,5,5,5,5,555,Champions,68.71428571428571
12748.0,1,371,118,7029,5,5,5,5,555,Champions,59.567796610169495
12749.0,35,157,4,709,4,4,5,2,445,Loyal_Customers,177.25
12751.0,80,80,1,75,2,1,1,2,211,Hibernating,75.0
12755.0,1,290,6,4467,5,5,5,4,555,Champions,744.5
12758.0,95,374,5,2279,2,4,5,5,245,At_Risk,455.8
12759.0,22,371,5,1023,4,4,5,5,445,Loyal_Customers,204.6
12760.0,91,91,1,151,2,1,2,2,212,Hibernating,151.0
12761.0,100,100,1,226,2,1,3,2,213,Hibernating,226.0
12763.0,5,5,1,80,5,1,2,1,512,New_Customers,80.0
12765.0,108,277,6,303,2,5,3,3,253,Cant_Loose,50.5
12766.0,2,43,3,1260,5,3,5,1,535,Potential_Loyalists,420.0
12767.0,11,11,1,296,5,1,3,1,513,New_Customers,296.0
12768.0,86,86,1,52,2,1,1,2,211,Hibernating,52.0
12770.0,92,92,1,684,2,1,5,2,215,Hibernating,684.0
12771.0,121,121,1,84,2,1,2,2,212,Hibernating,84.0
12773.0,200,200,1,15,1,1,1,2,111,Hibernating,15.0
12774.0,171,171,1,34,2,1,1,2,211,Hibernating,34.0
12775.0,45,45,1,98,3,1,2,1,312,About_to_Sleep,98.0
12776.0,303,303,1,17,1,1,1,4,111,Hibernating,17.0
12777.0,93,93,1,162,2,1,3,2,213,Hibernating,162.0
12778.0,32,238,3,261,4,3,3,3,433,Potential_Loyalists,87.0
12779.0,7,372,7,1063,5,5,5,5,555,Champions,151.85714285714286
12780.0,234,234,1,119,1,1,2,3,112,Hibernating,119.0
12782.0,10,155,6,553,5,5,4,2,554,Champions,92.16666666666667
12784.0,165,165,1,258,2,1,3,2,213,Hibernating,258.0
12785.0,171,367,2,96,2,2,2,5,222,Hibernating,48.0
12786.0,245,245,1,316,1,1,4,3,114,Hibernating,316.0
12787.0,49,49,1,141,3,1,2,1,312,About_to_Sleep,141.0
12788.0,99,164,4,110,2,4,2,2,242,At_Risk,27.5
12789.0,329,329,1,15,1,1,1,4,111,Hibernating,15.0
12790.0,46,46,1,97,3,1,2,1,312,About_to_Sleep,97.0
12791.0,9,260,5,288,5,4,3,3,543,Champions,57.6
12792.0,170,170,1,212,2,1,3,2,213,Hibernating,212.0
12793.0,7,37,2,147,5,2,2,1,522,Potential_Loyalists,73.5
12796.0,264,264,1,58,1,1,1,3,111,Hibernating,58.0
12797.0,1,60,2,119,5,2,2,1,522,Potential_Loyalists,59.5
12798.0,57,57,1,456,3,1,4,1,314,About_to_Sleep,456.0
12799.0,165,165,1,39,2,1,1,2,211,Hibernating,39.0
12800.0,106,312,3,227,2,3,3,4,233,At_Risk,75.66666666666667
12801.0,136,136,1,569,2,1,4,2,214,Hibernating,569.0
12802.0,78,199,5,862,2,4,5,2,245,At_Risk,172.4
12803.0,29,29,1,240,4,1,3,1,413,Promising,240.0
12804.0,101,136,2,73,2,2,1,2,221,Hibernating,36.5
12805.0,17,310,4,505,4,4,4,4,444,Loyal_Customers,126.25
12806.0,208,224,2,1270,1,2,5,3,125,Hibernating,635.0
12807.0,19,19,1,66,4,1,1,1,411,Promising,66.0
12808.0,4,98,3,98,5,3,2,2,532,Potential_Loyalists,32.666666666666664
12809.0,201,283,2,342,1,2,4,4,124,Hibernating,171.0
12810.0,170,312,2,78,2,2,2,4,222,Hibernating,39.0
12811.0,14,63,2,195,5,2,3,1,523,Potential_Loyalists,97.5
12813.0,137,329,3,425,2,3,4,4,234,At_Risk,141.66666666666666
12817.0,35,70,2,207,4,2,3,1,423,Potential_Loyalists,103.5
12819.0,94,94,1,278,2,1,3,2,213,Hibernating,278.0
12820.0,33,370,7,545,4,5,4,5,454,Loyal_Customers,77.85714285714286
12821.0,247,247,1,10,1,1,1,3,111,Hibernating,10.0
12823.0,30,232,4,1590,4,4,5,3,445,Loyal_Customers,397.5
12825.0,157,277,2,252,2,2,3,3,223,Hibernating,126.0
12826.0,1,357,6,585,5,5,4,4,554,Champions,97.5
12829.0,186,186,1,9,1,1,1,2,111,Hibernating,9.0
12831.0,99,99,2,46,2,2,1,2,221,Hibernating,23.0
12835.0,63,372,38,1772,3,5,5,5,355,Loyal_Customers,46.63157894736842
12836.0,25,374,10,1342,4,5,5,5,455,Loyal_Customers,134.2
12837.0,205,205,1,213,1,1,3,2,113,Hibernating,213.0
12838.0,9,228,9,769,5,5,5,3,555,Champions,85.44444444444444
12839.0,3,368,13,1380,5,5,5,5,555,Champions,106.15384615384616
12840.0,73,310,3,552,2,3,4,4,234,At_Risk,184.0
12841.0,5,155,16,1129,5,5,5,2,555,Champions,70.5625
12842.0,40,40,1,160,3,1,2,1,312,About_to_Sleep,160.0
12843.0,24,362,11,1062,4,5,5,5,455,Loyal_Customers,96.54545454545455
12844.0,78,229,2,96,2,2,2,3,222,Hibernating,48.0
12846.0,318,318,1,15,1,1,1,4,111,Hibernating,15.0
12847.0,23,23,1,142,4,1,2,1,412,Promising,142.0
12848.0,311,311,1,22,1,1,1,4,111,Hibernating,22.0
12849.0,17,227,4,655,4,4,4,3,444,Loyal_Customers,163.75
12851.0,113,113,1,36,2,1,1,2,211,Hibernating,36.0
12853.0,63,308,5,657,3,4,4,4,344,Loyal_Customers,131.4
12854.0,197,364,4,504,1,4,4,5,144,At_Risk,126.0
12855.0,30,38,2,159,4,2,2,1,422,Potential_Loyalists,79.5
12857.0,72,319,4,1158,2,4,5,4,245,At_Risk,289.5
12858.0,19,19,1,64,4,1,1,1,411,Promising,64.0
12859.0,94,94,1,229,2,1,3,2,213,Hibernating,229.0
12860.0,329,329,1,2,1,1,1,4,111,Hibernating,2.0
12861.0,255,255,1,19,1,1,1,3,111,Hibernating,19.0
12862.0,61,131,2,319,3,2,4,2,324,About_to_Sleep,159.5
12863.0,15,225,5,1002,5,4,5,3,545,Champions,200.4
12865.0,14,112,2,475,5,2,4,2,524,Potential_Loyalists,237.5
12866.0,110,138,2,192,2,2,3,2,223,Hibernating,96.0
12867.0,33,359,6,1047,4,5,5,5,455,Loyal_Customers,174.5
12868.0,9,28,3,176,5,3,3,1,533,Potential_Loyalists,58.666666666666664
12869.0,317,317,1,71,1,1,1,4,111,Hibernating,71.0
12870.0,11,260,3,560,5,3,4,3,534,Potential_Loyalists,186.66666666666666
12871.0,75,75,1,65,2,1,1,1,211,Hibernating,65.0
12872.0,1,372,11,1147,5,5,5,5,555,Champions,104.27272727272727
12873.0,33,317,2,234,4,2,3,4,423,Potential_Loyalists,117.0
12874.0,21,190,2,180,4,2,3,2,423,Potential_Loyalists,90.0
12875.0,107,333,3,391,2,3,4,4,234,At_Risk,130.33333333333334
12876.0,30,226,2,654,4,2,4,3,424,Potential_Loyalists,327.0
12877.0,37,326,7,229,4,5,3,4,453,Loyal_Customers,32.714285714285715
12880.0,17,210,2,91,4,2,2,3,422,Potential_Loyalists,45.5
12887.0,19,19,1,77,4,1,2,1,412,Promising,77.0
12889.0,17,103,3,137,4,3,2,2,432,Potential_Loyalists,45.666666666666664
12890.0,23,23,1,80,4,1,2,1,412,Promising,80.0
12891.0,211,211,1,73,1,1,1,3,111,Hibernating,73.0
12892.0,32,32,1,98,4,1,2,1,412,Promising,98.0
12894.0,211,211,1,38,1,1,1,3,111,Hibernating,38.0
12897.0,17,179,2,66,4,2,1,2,421,Potential_Loyalists,33.0
12898.0,99,295,2,172,2,2,3,4,223,Hibernating,86.0
12899.0,49,49,1,102,3,1,2,1,312,About_to_Sleep,102.0
12900.0,58,58,1,114,3,1,2,1,312,About_to_Sleep,114.0
12903.0,64,64,1,253,3,1,3,1,313,About_to_Sleep,253.0
12905.0,212,318,2,299,1,2,3,4,123,Hibernating,149.5
12907.0,31,130,2,165,4,2,3,2,423,Potential_Loyalists,82.5
12908.0,16,266,3,1026,4,3,5,3,435,Potential_Loyalists,342.0
12909.0,60,289,3,331,3,3,4,4,334,Need_Attention,110.33333333333333
12910.0,15,257,5,610,5,4,4,3,544,Champions,122.0
12911.0,187,187,1,653,1,1,4,2,114,Hibernating,653.0
12913.0,4,374,7,965,5,5,5,5,555,Champions,137.85714285714286
12915.0,8,225,3,275,5,3,3,3,533,Potential_Loyalists,91.66666666666667
12916.0,78,320,3,375,2,3,4,4,234,At_Risk,125.0
12917.0,36,366,4,948,4,4,5,5,445,Loyal_Customers,237.0
12920.0,207,361,3,118,1,3,2,5,132,At_Risk,39.333333333333336
12921.0,2,374,37,5276,5,5,5,5,555,Champions,142.59459459459458
12923.0,26,211,2,279,4,2,3,3,423,Potential_Loyalists,139.5
12924.0,29,366,5,253,4,4,3,5,443,Loyal_Customers,50.6
12925.0,228,228,1,10,1,1,1,3,111,Hibernating,10.0
12926.0,47,361,4,560,3,4,4,5,344,Loyal_Customers,140.0
12927.0,30,30,1,50,4,1,1,1,411,Promising,50.0
12928.0,14,185,5,673,5,4,5,2,545,Champions,134.6
12931.0,30,372,22,14427,4,5,5,5,455,Loyal_Customers,655.7727272727273
12932.0,175,303,7,410,2,5,4,4,254,Cant_Loose,58.57142857142857
12933.0,16,365,5,356,4,4,4,5,444,Loyal_Customers,71.2
12935.0,11,243,7,756,5,5,5,3,555,Champions,108.0
12937.0,99,372,5,455,2,4,4,5,244,At_Risk,91.0
12939.0,16,226,6,3752,4,5,5,3,455,Loyal_Customers,625.3333333333334
12941.0,360,360,1,97,1,1,2,5,112,Hibernating,97.0
12942.0,1,1,1,72,5,1,1,1,511,New_Customers,72.0
12943.0,194,241,2,154,1,2,2,3,122,Hibernating,77.0
12945.0,292,292,1,119,1,1,2,4,112,Hibernating,119.0
12946.0,72,72,1,96,2,1,2,1,212,Hibernating,96.0
12947.0,9,9,1,80,5,1,2,1,512,New_Customers,80.0
12948.0,366,373,2,88,1,2,2,5,122,Hibernating,44.0
12949.0,18,372,14,3292,4,5,5,5,455,Loyal_Customers,235.14285714285714
12951.0,22,334,9,693,4,5,5,4,455,Loyal_Customers,77.0
12953.0,158,158,1,110,2,1,2,2,212,Hibernating,110.0
12954.0,274,274,1,35,1,1,1,3,111,Hibernating,35.0
12956.0,320,360,3,147,1,3,2,5,132,At_Risk,49.0
12957.0,177,364,5,1566,2,4,5,5,245,At_Risk,313.2
12958.0,36,219,2,133,4,2,2,3,422,Potential_Loyalists,66.5
12959.0,120,120,1,9,2,1,1,2,211,Hibernating,9.0
12960.0,49,297,4,303,3,4,3,4,343,Loyal_Customers,75.75
12961.0,15,15,1,34,5,1,1,1,511,New_Customers,34.0
12963.0,1,155,5,524,5,4,4,2,544,Champions,104.8
